Plot_ID,lon,lat,climID
831501106,17.0135467086715,63.9668856940176,11325
831501306,16.9942080373304,63.9600966326337,11324
831502106,16.705312405397,64.2375781214434,11715
831502306,16.7270197561805,64.2347470203884,11715
831504106,16.8603388820116,64.1033875324806,11585
831504306,16.8449589683567,64.0937087845657,11454
831505106,18.7753032376624,64.2209966019508,11735
831505306,18.7620108422889,64.2061000063916,11735
831506106,18.6187661114172,64.3464826060605,11865
831506306,18.6144064091287,64.3435893632507,11865
831508106,15.7105134813638,64.5199356067233,12098
831508306,15.7144780529486,64.5026328414383,12098
831509106,15.6116785804765,64.6520759048632,12228
831509306,15.6306922907615,64.6360500119624,12228
831511106,16.4400456323883,64.510616871324,12105
831511306,16.4406714595513,64.5054948987309,12105
831512106,16.3070753559354,64.6452939707599,12235
831512306,16.3127981255838,64.632463261355,12235
831513106,16.2154740985405,64.7874404330845,12365
831514106,17.8021661306663,64.5060664274794,12119
831514306,17.8119182062633,64.4967475543772,11988
831516106,17.568588716113,64.7703310694854,12378
831516306,17.571142784492,64.7598085149641,12378
831517106,18.5226932701455,64.4855999484081,11995
831517306,18.5439420791098,64.4786924990629,11995
831518106,18.3882387073306,64.6278024419703,12255
831518306,18.4066434289067,64.6191142531939,12256
831519106,18.2883343543965,64.763991239054,12385
831519306,18.2948788029201,64.7577826893442,12385
831520106,15.2958824772852,64.9248048742257,12617
831521306,15.2071654166282,65.0416554598889,12748
831524106,16.0260279308903,64.9216840483106,12625
831524306,16.0511394106084,64.9084610730157,12625
831525106,15.875384596529,65.0506516112407,12754
831525306,15.8852705847036,65.0476232411953,12754
831526106,17.414565844886,64.9053360698678,12639
831526306,17.4286887930218,64.9008866958672,12639
831527306,17.3070878170009,65.031629766832,12769
831531106,18.0235142956903,65.0386971241772,12776
831531306,18.0239011617002,65.0293582391702,12776
831532106,19.3060231672257,65.1546460628954,12920
831532306,19.3005715115507,65.131575060922,12920
831533106,19.2232809578047,65.2821016134391,13050
831537106,16.7427959731439,65.5913592792231,13418
831538306,16.592656695434,65.7067733375748,13678
831539106,16.9142451160257,65.4509494555149,13289
831539306,16.9159180347366,65.437240587404,13289
831540106,18.9330097335962,65.5630327761421,13440
831540306,18.9095567167096,65.5529277709615,13440
831541106,18.7589451322745,65.6934655506573,13569
831542106,19.0748581927278,65.4219565411555,13310
831542306,19.0750580374798,65.4125595607925,13310
831546306,16.4819123271115,65.8510309434997,13808
831549106,17.9061248591491,65.8498923243689,13823
831549306,17.9034599193099,65.8280509441048,13823
831550306,17.7959017414885,65.9731670270894,13952
831551306,17.667725858268,66.1091364235643,14213
831553106,18.5148974579707,65.9748903102836,13960
831553306,18.5395636649627,65.963472699416,13960
831554106,18.4199513208186,66.1029815131598,14221
831555106,20.0825375536014,65.8041546684161,13844
831555306,20.0841888328995,65.7870084646612,13713
831556106,19.9953540800083,65.9415990174038,13974
831556306,19.9877440262697,65.9251979836972,13974
831557106,19.8765586285658,66.0828596177817,14104
831557306,19.8666794781133,66.0586112833245,14104
